売上№,売上日,行№,品名,単位,数量,単価,金額,備考,得意先ｺｰﾄﾞ
88383,2021/3/20,145,ベルメゾン                             ,式　,1,1320,1320,                   ,378
88383,2021/3/20,146,フレグランス竹中                       ,式　,1,495,495,                   ,378
88383,2021/3/20,147,ディアス松ヶ丘                         ,式　,1,495,495,                   ,378
88383,2021/3/20,148,ディアス北村                           ,式　,1,1122,1122,                   ,378
88383,2021/3/20,149,ディアスミレット                       ,式　,1,1320,1320,                   ,378
88383,2021/3/20,150,ディアスＭ                             ,式　,1,1958,1958,                   ,378
88383,2021/3/20,151,フォーブル松南                         ,式　,1,495,495,                   ,378
88383,2021/3/20,152,ウェストヒルズ                         ,式　,1,1320,1320,                   ,378
88383,2021/3/20,153,フレグランス布施屋                     ,式　,1,770,770,                   ,378
88383,2021/3/20,154,ディアス小雑賀                         ,式　,1,847,847,                   ,378
88383,2021/3/20,155,ラ・サルデーヌ                         ,式　,1,3234,3234,                   ,378
88383,2021/3/20,156,ディアス黒江                           ,式　,1,1320,1320,                   ,378
88383,2021/3/20,157,ディアス藤本                           ,式　,1,495,495,                   ,378
88383,2021/3/20,158,ディアス藤本Ⅱ                         ,式　,1,495,495,                   ,378
88383,2021/3/20,159,ディアスウチタ                         ,式　,1,495,495,                   ,378
88383,2021/3/20,160,フレグランスうの                       ,式　,1,1315,1315,                   ,378
88383,2021/3/20,161,フレグランスⅠ                         ,式　,1,770,770,                   ,378
88383,2021/3/20,162,ディアス寿里                           ,式　,1,1397,1397,                   ,378
88383,2021/3/20,163,フレグランス宮原                       ,式　,1,968,968,                   ,378
88383,2021/3/20,164,ディアスミニ                           ,式　,1,495,495,                   ,378
88383,2021/3/20,165,ディアス一本松                         ,式　,1,2376,2376,                   ,378
88383,2021/3/20,166,ディアス城山                           ,式　,1,770,770,                   ,378
88383,2021/3/20,167,フレグランス池尻                       ,式　,1,495,495,                   ,378
88383,2021/3/20,168,フレグランス大宮                       ,式　,1,693,693,                   ,378
88383,2021/3/20,169,楠見中ディアス                         ,式　,1,968,968,                   ,378
88383,2021/3/20,170,セフィラ　プラッツ                     ,式　,1,770,770,                   ,378
88383,2021/3/20,171,ハイツ楠                               ,式　,1,495,495,                   ,378
88383,2021/3/20,172,サニーコート                           ,式　,1,1430,1430,                   ,378
88383,2021/3/20,173,フォーレスうえだ                       ,式　,1,1694,1694,                   ,378
88383,2021/3/20,174,ハイツ萩                               ,式　,1,693,693,                   ,378
88383,2021/3/20,175,フォーレス有本                         ,式　,1,1045,1045,                   ,378
88383,2021/3/20,176,楠見中ディアスⅡ                       ,式　,1,495,495,                   ,378
88383,2021/3/20,177,ハイツ森                               ,式　,1,1045,1045,                   ,378
88383,2021/3/20,178,フォーレス花野                         ,式　,1,1166,1166,                   ,378
88383,2021/3/20,179,フレグランス小雑賀                     ,式　,1,770,770,                   ,378
88383,2021/3/20,180,グリーンルーフ塩屋                     ,式　,1,495,495,                   ,378
88383,2021/3/20,181,フレグランス南紀の台                   ,式　,1,990,990,                   ,378
88383,2021/3/20,182,グリーンルーフＣｏｃｃｏ               ,式　,1,495,495,                   ,378
88383,2021/3/20,183,ハイツ楠Ⅱ                             ,式　,1,495,495,                   ,378
88383,2021/3/20,184,シャーメゾン山中                       ,式　,1,495,495,                   ,378
88383,2021/3/20,185,シャーメゾン高松                       ,式　,1,770,770,                   ,378
88383,2021/3/20,186,メゾン雑賀                             ,式　,1,495,495,                   ,378
88383,2021/3/20,187,グリーンルーフのうがわ                 ,式　,1,968,968,                   ,378
88383,2021/3/20,188,ドエルＫ                               ,式　,1,495,495,                   ,378
88383,2021/3/20,189,シャーメゾン山崎                       ,式　,1,1320,1320,                   ,378
88383,2021/3/20,190,シャーメゾン新堂                       ,式　,1,1870,1870,                   ,378
88383,2021/3/20,191,シャーメゾン小雑賀                     ,式　,1,1045,1045,                   ,378
88383,2021/3/20,192,エクセレンス六十谷                     ,式　,1,770,770,                   ,378
88383,2021/3/20,193,シャーメゾンＨＡＭＡＩＣＨＩ           ,式　,1,990,990,                   ,378
88383,2021/3/20,194,シャーメゾン打田                       ,式　,1,1045,1045,                   ,378
88383,2021/3/20,195,シャーメゾン堀口                       ,式　,1,1320,1320,                   ,378
88383,2021/3/20,196,シャーメゾン新堂Ⅱ                     ,式　,1,1045,1045,                   ,378
88383,2021/3/20,197,シャーメゾンキタグチ                   ,式　,1,495,495,                   ,378
88383,2021/3/20,198,セファミ荊本                           ,式　,1,1045,1045,                   ,378
88383,2021/3/20,199,フォーレスＩ＆Ｎ                       ,式　,1,495,495,                   ,378
88383,2021/3/20,200,シャーメゾンＭ                         ,式　,1,495,495,                   ,378
88383,2021/3/20,201,ヴィンヤードハウスⅢ                   ,式　,1,495,495,                   ,378
88383,2021/3/20,202,エクセレンス六十谷Ⅱ                   ,式　,1,770,770,                   ,378
88383,2021/3/20,203,ガーデンハイツ湯浅                     ,式　,1,770,770,                   ,378
88383,2021/3/20,204,ルミエール湊                           ,式　,1,770,770,                   ,378
88383,2021/3/20,205,シャーメゾン紀峰                       ,式　,1,770,770,                   ,378
88383,2021/3/20,206,グランメール福島                       ,式　,1,770,770,                   ,378
88383,2021/3/20,207,パールハイツ箕島                       ,式　,1,693,693,                   ,378
88383,2021/3/20,208,ワイズヴィラ                           ,式　,1,550,550,                   ,378
88383,2021/3/20,209,フォーレス・ノベル                     ,式　,1,770,770,                   ,378
88383,2021/3/20,210,藤栄ハイツ                             ,式　,1,693,693,                   ,378
88383,2021/3/20,211,ラ・サルデーヌⅡ                       ,式　,1,495,495,                   ,378
88383,2021/3/20,212,メゾン・ルテシィア                     ,式　,1,495,495,                   ,378
88383,2021/3/20,213,シャーメゾン下津                       ,式　,1,693,693,                   ,378
88383,2021/3/20,214,シャーメゾンくすの木                   ,式　,1,1980,1980,                   ,378
88383,2021/3/20,215,シャーメゾン笠松                       ,式　,1,770,770,                   ,378
88383,2021/3/20,216,パークハイツ                           ,式　,1,495,495,                   ,378
88383,2021/3/20,217,サニーハイツ向島                       ,式　,1,495,495,                   ,378
88383,2021/3/20,218,リバーサイド湯浅                       ,式　,1,770,770,                   ,378
88383,2021/3/20,219,ラガール湯浅                           ,式　,1,495,495,                   ,378
88383,2021/3/20,220,五月ハイツ                             ,式　,1,1386,1386,                   ,378
88383,2021/3/20,221,アン・セリジェ                         ,式　,1,770,770,                   ,378
88383,2021/3/20,222,ブランシェ前田                         ,式　,1,770,770,                   ,378
88383,2021/3/20,223,シャーメゾン青木                       ,式　,1,770,770,                   ,378
88383,2021/3/20,224,フォーナス                             ,式　,1,968,968,                   ,378
88383,2021/3/20,225,パレスデュオ・照（テラス）             ,式　,1,770,770,                   ,378
88383,2021/3/20,226,シャーメゾンハーヴェスト               ,式　,1,770,770,                   ,378
88383,2021/3/20,227,クレール松ヶ丘                         ,式　,1,495,495,                   ,378
88383,2021/3/20,228,クレール                               ,式　,1,770,770,                   ,378
88383,2021/3/20,229,アン・セリジェ　Ⅱ                     ,式　,1,495,495,                   ,378
