"売上№=masterid,dempyounum",売上日=uriagebi,得意先ｺｰﾄﾞ=customerid,得意先名,行№=num,品名=pro,単位=tani,数量=amount,単価=tanka,金額=price,備考=bik,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,2,[室外機一時撤去取付工事],　　,      ,         ,          ,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,3,工事費（質疑機設置台1台分込）,式　,1,35000,35000,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,4,[１階ドレン配管工事],　　,      ,         ,          ,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,5,ＶＰ管（16）,本　,4,500,2000,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,6,同上付属品支持材,式　,1,800,800,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,7,工事費（諸経費共）,式　,1,4200,4200,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,8,[２階ドレン配管工事],　　,      ,         ,          ,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,9,ＶＰ管（16）,本　,1,500,500,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,10,同上付属品支持材,式　,1,300,300,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,11,工事費（諸経費共）,式　,1,5200,5200,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,12,[３階ドレン配管工事],　　,      ,         ,          ,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,13,ＶＰ管（16）,本　,1,500,500,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,14,ドレンホース（14）,ｍ　,2,100,200,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,15,同上付属品支持材,式　,1,600,600,                    ,
87557,2020/9/10,763,株式会社ＭＡＲＵＥＩ                              ,16,工事費（諸経費共）,式　,1,7700,7700,                    ,
87628,2020/9/9,15,泉州防災株式会社                                  ,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,                    ,
87628,2020/9/9,15,泉州防災株式会社                                  ,2,2200区画　原状復旧工事,式　,1,315000,315000,8/15～9/9           ,
87628,2020/9/9,15,泉州防災株式会社                                  ,3,〃　スプリンクラー設備工事,式　,1,200000,200000,8/15～9/5           ,
87504,2020/9/9,128,小川電機株式会社　御坊営業所                      ,1,株式会社　轟,　　,      ,         ,          ,                    ,
87504,2020/9/9,128,小川電機株式会社　御坊営業所                      ,2,消防手続立会試験費,式　,1,50000,50000,8月20日,
87505,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,1,春日町グループホーム改修工事,　　,      ,         ,          ,                    ,
87505,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,2,消防設備工事,式　,1,270000,270000,8/26・9/7           ,
87506,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,1,東大阪グループホーム新築工事,　　,      ,         ,          ,                    ,
87506,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,2,消防設備工事,式　,1,985000,985000,7/6～8/28           ,
87507,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,1,東大阪市就労施設リノベーション,　　,      ,         ,          ,                    ,
87507,2020/9/9,652,小川電機株式会社　貝塚営業所                      ,2,消防設備工事,式　,1,176000,176000,7/8～8/28           ,
87524,2020/9/8,45,株式会社アイワライフネット                        ,1,アネックスN　101号室,　　,      ,         ,          ,                    ,
87524,2020/9/8,45,株式会社アイワライフネット                        ,2,住警器(取付費込),台　,1,3000,3000,9月8日,
87551,2020/9/8,140,有限会社三笠屋                                    ,1,ナビオミカサ　消防設備保守点検(総合点検),式　,1,70000,70000,9月10日,
87510,2020/9/8,292,中谷電気工事株式会社                              ,1,消防設備保守点検,　　,      ,         ,          ,                    ,
87510,2020/9/8,292,中谷電気工事株式会社                              ,2,桜ヶ丘マンション１号館・２号館(機器点検),式　,1,15000,15000,9月2日,
87510,2020/9/8,292,中谷電気工事株式会社                              ,3,渋田第二団地(機器点検）,式　,1,52000,52000,9月8日,
87510,2020/9/8,292,中谷電気工事株式会社                              ,4,妙寺団地（機器点検）,式　,1,65000,65000,9月8日,
87536,2020/9/8,749,有限会社エム建設                                  ,1,堀田様邸,　　,      ,         ,          ,                    ,
87536,2020/9/8,749,有限会社エム建設                                  ,2,太陽光発電設備撤去工事,式　,1,165000,165000,9月8日,
87614,2020/9/7,207,ニッタン株式会社　和歌山営業所                    ,1,ＮＴＴ和歌山京橋ビル６階機械室外３ヵ所,　　,      ,         ,          ,                    ,
87614,2020/9/7,207,ニッタン株式会社　和歌山営業所                    ,2,防火ダンパー動作不良修繕,式　,1,60000,60000,9月7日,
87620,2020/9/7,1055,株式会社　小薮設備                                ,1,パチンコフジ打田店,　　,      ,         ,          ,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,2,電気設備工事,　　,      ,         ,          ,9月7日,
87620,2020/9/7,1055,株式会社　小薮設備                                ,3,ＶＡ２．０－３Ｃ,ｍ　,20,140,2800,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,4,１５Ａ２０Ａ兼用コンセント,組　,1,600,600,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,5,２０Ａブレーカー,個　,1,1000,1000,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,6,消耗品雑材費,式　,1,600,600,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,7,電気工事費,式　,1,22000,22000,                    ,
87620,2020/9/7,1055,株式会社　小薮設備                                ,8,諸経費,式　,1,3000,3000,                    ,
87544,2020/9/5,38,伸和電設株式会社                                  ,1,三菱電機㈱１Ｌ工場,　　,      ,         ,          ,                    ,
87544,2020/9/5,38,伸和電設株式会社                                  ,2,撤去に伴う自火報及び放送切離し工事,式　,1,15000,15000,9月5日,
87571,2020/9/5,60,有限会社梶本無線商会                              ,1,ステーキハウス富士,　　,      ,         ,          ,                    ,
87571,2020/9/5,60,有限会社梶本無線商会                              ,2,コンセント取替工事(支給品),式　,1,10000,10000,9月5日,
87532,2020/9/5,586,浅井                                              ,1,２８エアコン取替工事,式　,1,80000,80000,9月5日,
87629,2020/9/4,15,泉州防災株式会社                                  ,1,りんくうプレミアムアウトレット,　　,      ,         ,          ,                    ,
87629,2020/9/4,15,泉州防災株式会社                                  ,2,6700区画　誘導灯増設工事,式　,1,100000,100000,8/27・9/4           ,
87659,2020/9/4,36,有限会社紀州エンジニアリング                      ,1,消防設備保守点検,　　,      ,         ,          ,                    ,
87659,2020/9/4,36,有限会社紀州エンジニアリング                      ,2,㈲ワコー産業　事務所（総合点検）,式　,1,30000,30000,9月4日,
